3855a8e,Kevin Hou,4 months ago,Linked app to the header nav bar. Also added it to the apps page
179a1fd,Kevin Hou,4 months ago,Added support for multiple samples
21eff9b,Kevin Hou,4 months ago,Made 2016 Presidential Election Forecast app
206161e,Kevin Hou,4 months ago,Worked on blog post. Added in some projects to help people get started using python
c75e301,Kevin Hou,4 months ago,Updated build
ced6452,Kevin Hou,4 months ago,Updated build
b0d29d8,Kevin Hou,4 months ago,Added descriptions of some of my apps.
e37a658,Kevin Hou,5 months ago,Updated Rakefile
1e1804e,Kevin Hou,5 months ago,Added new images: impossible geometric shapes
4877f10,Kevin Hou,5 months ago,Updated blog post on python
546f376,Kevin Hou,5 months ago,Added 'ionic' and 'python' tags for blog posts
52bcdba,Kevin Hou,5 months ago,Working on Python Blog Post
eeb8874,Kevin Hou,5 months ago,Added new blog post on python
264ef26,Kevin Hou,5 months ago,Working on blog post about Ionic
8439fd3,Kevin Hou,5 months ago,Added a new blog post on Ionic
ee054d3,Kevin Hou,5 months ago,Testing atom's github integration
06fa2f6,Kevin Hou,5 months ago,Built site locally
180c6ff,Kevin Hou,5 months ago,Updated wallpapers page
d050485,Kevin Hou,5 months ago,Updated build
ca67d1f,Kevin Hou,5 months ago,Cleaned up the file system for the wallpapers page. Added 'San Francisco Wallpaper'.
9043b82,Kevin Hou,5 months ago,Built site locally
d76b559,Kevin Hou,5 months ago,Added description to blog post
4ab7527,Kevin Hou,6 months ago,Updated blog post
20e3c8d,Kevin Hou,6 months ago,Added downloadable wallpapers on wallpapers page
d309724,Kevin Hou,6 months ago,Working on dropdown menu blog post
fcf94b9,Kevin Hou,6 months ago,Working on new blog post
7d63706,Kevin Hou,6 months ago,updated build.
cbe298b,Kevin Hou,6 months ago,Added new post
ea33b2b,Kevin Hou,6 months ago,Updated README
88e36d6,Kevin Hou,6 months ago,Updated version
1545623,Kevin Hou,6 months ago,Built site locally. Minor modifications.
755f5fc,Kevin Hou,6 months ago,Added self-designed wallpapers to the wallpapers page
724cf00,Kevin Hou,6 months ago,Added new self-designed wallpapers to site
c41e973,Kevin Hou,6 months ago,Built site locally
c281125,Kevin Hou,6 months ago,Added semester 2 score algorithm to the stats test score calculator
2b143ba,Kevin Hou,6 months ago,Updated the app page to include the time calculator app.
bb907c9,Kevin Hou,6 months ago,Built site locally
e50a70c,Kevin Hou,6 months ago,Added leading zeros to the minutes value
be0c87a,Kevin Hou,6 months ago,Finished time calculator MVP
69cd9fb,Kevin Hou,6 months ago,Updated build
9b7a70f,Kevin Hou,6 months ago,Added styling to the Time Calculator app
cd38069,Kevin Hou,6 months ago,Updated build
d0a2bdf,Kevin Hou,6 months ago,Time calculator now correctly averages the times and changes the frontend accordingly
5714180,Kevin Hou,6 months ago,Built site locally
115729f,Kevin Hou,6 months ago,Updated build
1d76b99,Kevin Hou,6 months ago,Time calculator can now average times
038dbe6,Kevin Hou,6 months ago,Working dynamic text field for the time calculator app
3c6850e,Kevin Hou,6 months ago,Added Good Music Playlist Artwork to the media folder
40643be,Kevin Hou,6 months ago,Trying to add in a dynamic form. Not working
4b625ee,Kevin Hou,6 months ago,Built site locallY
5ec61ec,Kevin Hou,6 months ago,Fixed minor bug
835b8d0,Kevin Hou,6 months ago,Fixed a bug that prevented the time calculator app from loading
66121a0,Kevin Hou,6 months ago,Updated blog post
8aaf50c,Kevin Hou,6 months ago,Built site locally
6286ab1,Kevin Hou,6 months ago,Added a new blog post: OS X Shortcuts and Productivity Hacks
82107d8,Kevin Hou,6 months ago,Updated build
33a176a,Kevin Hou,6 months ago,Updated build
c94ae35,Kevin Hou,6 months ago,Worked on Time Calculator app
e83d3d8,Kevin Hou,7 months ago,Working on the Time Calculator app
a17e269,Kevin Hou,7 months ago,Added in some more time slots. Added in submit button
18d1a28,Kevin Hou,7 months ago,Updated build
43c13fa,Kevin Hou,7 months ago,Built site locally
2cd79ec,Kevin Hou,7 months ago,Started working on the time calculator app. Added the scss file
3ad7b29,Kevin Hou,7 months ago,Added work in progress label to the time calculator app
3867379,Kevin Hou,7 months ago,Updated the footer to fix the Flickr icon styling error
3b89ccf,Kevin Hou,7 months ago,Created time calculator page. Starting to work on the app.
ad39523,Kevin Hou,7 months ago,Added the wallpaper page to the site header
f44383e,Kevin Hou,7 months ago,Updated build
8061668,Kevin Hou,7 months ago,Updated build
12f5ec1,Kevin Hou,7 months ago,Removed React library from postcolonial-africa pages to improve rendering speed
26fb780,Kevin Hou,7 months ago,Updated the contact me link on the nav bar
ea05715,Kevin Hou,7 months ago,Changed the page title for the postcolonial africa landing page
93cc875,Kevin Hou,7 months ago,Changed styling on bibliography wallpaper to improve readability
0467e93,Kevin Hou,7 months ago,Updating the links in the nav bar so that all pages are correctly linked
2ef926c,Kevin Hou,7 months ago,Removed citation on the pyschology page
2e6b8d5,Kevin Hou,7 months ago,Completed nav bar. Fixed styling bug.
7acc225,Kevin Hou,7 months ago,Populated the pyschology page
2b7d07c,Kevin Hou,7 months ago,Functional nav bar
fc0d2d9,Kevin Hou,7 months ago,Updated styling sheet for the blog homepage
051da56,Kevin Hou,7 months ago,Updated styling on the site nav bar
fd589d6,Kevin Hou,7 months ago,Working nav bar with dropdown menus. Pure CSS
c74d0c2,Kevin Hou,7 months ago,Updated build
af46d71,Kevin Hou,7 months ago,Stylistic changes to some backgrounds
6573a01,Kevin Hou,7 months ago,Added glass effect to the landing page. Looks slightly better.
48e9148,Kevin Hou,7 months ago,Added a pyschology page. Added functional button links on the landing page
1e667ef,Kevin Hou,7 months ago,Added in links to the landing page
3caad6e,Kevin Hou,7 months ago,Added background to the second page of the landing page.
8cd3946,Kevin Hou,7 months ago,Created and completely populated The Lion King page. Updated the nav bar
f4e21d2,Kevin Hou,7 months ago,Updated the Desmos iPhone project blog post
cf6a7b0,Kevin Hou,7 months ago,Updated the nav bar
c3866fd,Kevin Hou,7 months ago,Added nav bar to the bibliography page
e44cc29,Kevin Hou,7 months ago,Updated styling on the bibliography
8794877,Kevin Hou,7 months ago,Added a local version of the tarzan movie poster
0c729a2,Kevin Hou,7 months ago,Trying to fix Tarzan movie cover
ecb021d,Kevin Hou,7 months ago,Parallax bibliography site
c61e18a,Kevin Hou,7 months ago,Updated build.
5f9603c,Kevin Hou,7 months ago,Finished adding in Tarzan content. Updated the madagascar and tarzan buttons. Now functional objects.
7528a1f,Kevin Hou,7 months ago,Ported over most of the content for Tarzan. Still need to change the cover page info.
ba58429,Kevin Hou,7 months ago,Finalized the Madagascar page. Ready to start new pages.
57bf235,Kevin Hou,7 months ago,Added new speaker wallpapers to the landing page.
0cb982e,Kevin Hou,7 months ago,Added more background images. Reordered the background images for Madagascar
191f066,Kevin Hou,7 months ago,Added more content to the postcolonial Africa project. Changed some style issues.
31b09ee,Kevin Hou,7 months ago,Stylistic changes to the major pages. Added in a simple nav bar.
3a422cc,Kevin Hou,7 months ago,Added quick links to the homepage for testing purposes
6d48a89,Kevin Hou,7 months ago,Built site locally
ed9435d,Kevin Hou,7 months ago,Built site locally
05ee074,Kevin Hou,7 months ago,Started populating the postcolonial africa project site. Trying to fix formatting on the word cloud
ecec6a6,Kevin Hou,7 months ago,Less delay between words on the landing page
d616be2,Kevin Hou,7 months ago,Added scroll down bouncing arrow to landing page
0caf074,Kevin Hou,7 months ago,Finished the first section of the landing page and changed the landing page font.
c3cdde0,Kevin Hou,7 months ago,Functional landing page with scrollify
dbc470e,Kevin Hou,7 months ago,Updated site locally
8297efc,Kevin Hou,7 months ago,Landing page doesn't scroll properly
f720f8a,Kevin Hou,7 months ago,Started working on the landing page. It doens't look very good, but it works. Need to add fonts and find better quotes.
b6a9639,Kevin Hou,7 months ago,Made slight modifications to the stats test score calculator
19ec2ee,Kevin Hou,7 months ago,Built site locally
3ecf03e,Kevin Hou,7 months ago,Instead of replacing carriage returns with an empty character, replace them with a space.
6a1bd10,Kevin Hou,7 months ago,Added Google Analytics to the Postcolonial Africa project.
d67bf41,Kevin Hou,7 months ago,Added some content to the postcolonial Africa project.
6bbee3f,Kevin Hou,7 months ago,Built site locally
4d6491e,Kevin Hou,7 months ago,Added some stylistic things on the TheaterJS blog post.
73a7fb4,Kevin Hou,7 months ago,Added a new blog post on TheaterJS
794fc7b,Kevin Hou,7 months ago,Added a 10 second delay to the landing page slideshow so that backgrounds can load. It'll improve the UX.
b3dae4c,Kevin Hou,7 months ago,Added trailer page. Has a spot for a YouTube video. Added some more background images.
ed9030b,Kevin Hou,7 months ago,Changed the page title for the madagascar page
11c208d,Kevin Hou,7 months ago,Hiding scroll bar
6f81116,Kevin Hou,7 months ago,Changed path to the Scrollify jquery file
b0e0888,Kevin Hou,7 months ago,Updated some styling and added new pages as examples
a8e49b7,Kevin Hou,7 months ago,Added example page for Madagascar
db70b30,Kevin Hou,7 months ago,Added favicon to new pages
213d71f,Kevin Hou,7 months ago,Updated 404 page
f6754f3,Kevin Hou,7 months ago,Added a 404 page
38704fa,Kevin Hou,7 months ago,Added index.html file for the project itself. Haven't populated it yet.
3a54568,Kevin Hou,7 months ago,Added scrollify jquery library to my general website. Started the website for my Postcolonial Africa site. Created a basic parallax. Set up basic infrastructure for site.
0ed410e,Kevin Hou,7 months ago,Added Twitter handle to the site config file
6060930,Kevin Hou,7 months ago,Built site locally
3bf6cee,Kevin Hou,7 months ago,Added background to blog page.
9c34522,Kevin Hou,7 months ago,Built site locally
e44eba7,Kevin Hou,7 months ago,Improved file naming method.
f1d2bdb,Kevin Hou,7 months ago,Replaces quotation marks in the text analysis app.
20c416d,Kevin Hou,7 months ago,Built site locally
49fb40a,Kevin Hou,7 months ago,Changed the name of the compressed export file on the text analysis app. Rounded the text analysis reading ease and grade level scores to the nearest hundredth.
b21dd3f,Kevin Hou,7 months ago,Reduced the size of some background images to improve load time. Removed reference to deleted square comet wallpaper.
99e1292,Kevin Hou,7 months ago,Redused the size of the landing page backgrounds to help it render faster. Also changed the order in which they're loaded.
6e037f0,Kevin Hou,8 months ago,Added writing scores: readability and Flesch-Kincaid
427a693,Kevin Hou,8 months ago,Added safety precautions to prevent user's from entering invalid or impossible scores.
3fee42e,Kevin Hou,8 months ago,Added in some visual components
5585f83,Kevin Hou,8 months ago,Added some minimal instructions
ab9efff,Kevin Hou,8 months ago,Added AP score and triggs score.
765651e,Kevin Hou,8 months ago,Created functioning stats test score convertor. Calculations are accurate. MVP deliverable.
96a2a5e,Kevin Hou,8 months ago,Added new page for  Mariel Triggs's class: Honors Statistics. Automates the test score calculation and grading curve.
2d31ffa,Kevin Hou,8 months ago,Fixed the youtube embed in the Javascript Callback blog post
9a8da40,Kevin Hou,8 months ago,Reverted previous. Like seeing alumbs better than going to my Flickr photostream.
910abb6,Kevin Hou,8 months ago,Changed path for Flickr profile
aba033a,Kevin Hou,8 months ago,Build site locally
ce96113,Kevin Hou,8 months ago,Removed a background from the landing page.
f74aca5,Kevin Hou,8 months ago,Added the TheaterJS library to the landing page. Animated my name on the landing page.
7b9eb80,Kevin Hou,8 months ago,Built locally
abc3c42,Kevin Hou,8 months ago,Added in some CSV properties
9d3745f,Kevin Hou,8 months ago,Added word length to the CSV file.
6f52929,Kevin Hou,8 months ago,Realized that word count doesn't work for specific Facebook friends.
6d382ff,Kevin Hou,8 months ago,Successfully replaces &#039 safe text to a regular apostrophe
938e8be,Kevin Hou,8 months ago,Modified my Flickr link. Before directed to my photostream. Now directs to my albums.
6b0389a,Kevin Hou,8 months ago,Added option to automatically download the spreadsheet data. Right now it is set to manual download.
eb40fe2,Kevin Hou,8 months ago,Removes all spaces and punctuation before creating an excel spreadsheet. CSV exporting works
2441356,Kevin Hou,8 months ago,Removed carriage returns from the analysis. Built the JSON object string, but it doesn't work yet. Still working on it.
2f637fb,Kevin Hou,8 months ago,Cited the source of the JSON to CSV conversion function.
eb466de,Kevin Hou,8 months ago,Working JSON format for the example file.
2b59f75,Kevin Hou,8 months ago,Added JSON to CSV conversion at the end of the text analysis.
66c3f47,Kevin Hou,8 months ago,Started modifying the footer. Adding in the Flickr link to the footer.
635c168,Kevin Hou,8 months ago,Disabled vertical scrolling on the landing page.
95e56fb,Kevin Hou,8 months ago,Built locally
f0ee92d,Kevin Hou,8 months ago,Built site locally
925259b,Kevin Hou,8 months ago,Updated the README
ef86876,Kevin Hou,8 months ago,Added a README
9c78d7c,Kevin Hou,8 months ago,Updated the about.md file
d93119b,Kevin Hou,8 months ago,Built site locally. Not a real commit
4015b65,Kevin Hou,8 months ago,Built site locally
4f4b8d0,Kevin Hou,8 months ago,Added last lab extension
9d93dc3,Kevin Hou,8 months ago,Added in another lab extension. Waiting on one more to bring over.
14ebd0a,Kevin Hou,8 months ago,Added in a couple of extensions. Waiting for Julia's and Lizzy's.
f7478aa,Kevin Hou,8 months ago,Turned on background shuffle on landing page.
8209612,Kevin Hou,8 months ago,Added a new wallpaper: Walnut and Aluminum Headphone Stand. Turned off shuffle for the time being.
896c549,Kevin Hou,8 months ago,Minor style changes. Mainly deals with spacing and font color.
f4eb00c,Kevin Hou,8 months ago,Modified content of the optics lab site and added in some self-made diagrams
ddee8f6,Kevin Hou,8 months ago,Built site to run locally
ab4d82b,Kevin Hou,8 months ago,Removed weird bug with single quote vs double quote in syntax highlighting
944594a,Kevin Hou,8 months ago,Changed the featured blog posts and added some extra info to the text analysis blog post
543423d,Kevin Hou,8 months ago,Added a blog post about the text analysis app
35e5ab4,Kevin Hou,8 months ago,Shuffles background images on landing page
11d6456,Kevin Hou,8 months ago,Added background wallpaper for landing page: Comit Wallpaper
24209ad,Kevin Hou,8 months ago,Added wallpapers page to share my self-designed wallpapers
47886fd,Kevin Hou,8 months ago,Updated build. Rendered locally but didn't make any changes.
5c4f4ca,Kevin Hou,8 months ago,Updated blog post again.
895e2fb,Kevin Hou,8 months ago,Updated a blog post on customizing your terminal
9453807,Kevin Hou,8 months ago,Updated the nav bar on the bottom of the lab page layout.
6e18a0a,Kevin Hou,8 months ago,Trying to split at carriage returns, but doesn't seem to work right now.
89f5eae,Kevin Hou,8 months ago,Fixed minor CSS. Added a basic nav bar to the optics labs.
5b67ebb,Kevin Hou,8 months ago,Updated build to include Google Analytics. Fixed CSS width issue on the optics landing page.
993da78,Kevin Hou,8 months ago,Added Google Analytics to the optics lab.
f0639cb,Kevin Hou,8 months ago,Centered the nav bar on the landing page.
46e7b3d,Kevin Hou,8 months ago,Added JSON Data for the top 100 most common words in the english dictionary according to http://www.oxforddictionaries.com/words/the-oec-facts-about-the-language
062e06e,Kevin Hou,8 months ago,No real changes.
ec6c1d5,Kevin Hou,8 months ago,Added new tag: NodeJS. Added new blog post on NodeJS
9131057,Kevin Hou,8 months ago,Updated the favicon
0423583,Kevin Hou,8 months ago,Minor CSS changes to the optics lab
3a302e6,Kevin Hou,8 months ago,Decreased file size of background image on landing page to speed up laoding.
e50385a,Kevin Hou,8 months ago,Added the favicon
95eb961,Kevin Hou,8 months ago,Optimized the landing page for the optics lab for multiple screen sizes
1e1ab15,Kevin Hou,8 months ago,Created a landing page.
1a3983b,Kevin Hou,8 months ago,Fixed the optics branch font. Now correct
c30f36d,Kevin Hou,8 months ago,Ported over the media and updated the css reference paths
70b5b1d,Kevin Hou,8 months ago,Added images and reduced their file sizes
6c0cd1f,Kevin Hou,8 months ago,Added individual lab pages
29a7f20,Kevin Hou,8 months ago,Added index.html for optics project
46a43bc,Kevin Hou,8 months ago,Deleted content so I can reupload
907dcf8,Kevin Hou,8 months ago,Added contents from physics site
4149ecb,Kevin Hou,8 months ago,Attempting to port over content
6a5bcf2,Kevin Hou,8 months ago,Added physics project so that I can host it publically to share. Ported over from another one of my repos
af7efc4,Kevin Hou,8 months ago,Dimmed the background when the modal is active.
22d9a01,Kevin Hou,9 months ago,Merged the two branches
52d4aa3,Kevin Hou,9 months ago,No real changes
76525f5,Kevin Hou,9 months ago,Added offline data storage. Loads JSON file.
0479ae4,Kevin Hou,9 months ago,Hiding text file info button if file is not yet submitted.
ec8bc77,Kevin Hou,9 months ago,Moved the 'Show File Data' button next to the 'Go' button
6506ced,Kevin Hou,9 months ago,Apostrophes, which had been previously represidented by '&3039;' are now analyzed as apostrophe characters.
dcad537,Kevin Hou,9 months ago,Fixed the bug where multiple users weren't read. Now works.
70e99aa,Kevin Hou,9 months ago,Added support for multiple friend conversations.
6320067,Kevin Hou,9 months ago,Added some new user feedback to make the process a little more transparent.
7491444,Kevin Hou,9 months ago,User can now choose to only read text in messages sent to certain people
b4eb08f,Kevin Hou,9 months ago,Loaded file locally. No real changes.
3c3f8b6,Kevin Hou,9 months ago,The CSS looks a lot better now. The instructions are thorough. Everything is working (as far as I can tell). Ready for consumer use.
415087f,Kevin Hou,9 months ago,Can choose the big data threshold.
40a5d7d,Kevin Hou,9 months ago,Big Data function works
1674d04,Kevin Hou,9 months ago,App working again. New backend works.
799294f,Kevin Hou,9 months ago,Newly architechtured backend works. Now starting to work on frontend
8286133,Kevin Hou,9 months ago,I'm not sure what's happening
4356a1e,Kevin Hou,9 months ago,No real changes
895cc60,Kevin Hou,9 months ago,Can now upload facebook files, compress them, then re upload as having no special format
68c1d2c,Kevin Hou,9 months ago,Uploaded files now turn to raw string text file
148f006,Kevin Hou,9 months ago,Works with multiple files.
711beb1,Kevin Hou,9 months ago,Formatted the word list table.
d6ce5ce,Kevin Hou,9 months ago,Works with 4m files
38ae192,Kevin Hou,9 months ago,Only reads your own words and messages. Ignores the person you're conversing with.
b6316c6,Kevin Hou,9 months ago,Can specify whether or not the file is the Facebook Message Data or note
1ca5b19,Kevin Hou,9 months ago,Can dissect facebook data for messages now. Much more efficient
084d812,Kevin Hou,9 months ago,Attempting to find a workaround for analyzing big data.
05bca0f,Kevin Hou,9 months ago,Adding callback timer countdown for dealing with big data.
b6c280c,Kevin Hou,9 months ago,Can do big data! It can now sort word usage in decending order
bea51dc,Kevin Hou,9 months ago,More elegantly sorts array of words. Found bug when dealing with big data.
aa28644,Kevin Hou,9 months ago,Can sort word usage by decending order
e50693f,Kevin Hou,9 months ago,Can now sort through data and create a table of word usage.
e2da844,Kevin Hou,9 months ago,Created a new branch for web apps. Moved the text analysis app into the new branch. No longer part of the Projects branch.
5544fa7,Kevin Hou,9 months ago,Can turn any string into an array of words. The break points that define words can be declared as well. Works with relatively big data (2500 words).
1563798,Kevin Hou,9 months ago,File loader works for Text Analysis project. Can upload, read, and store contents of a text file.
36d91d4,Kevin Hou,9 months ago,Added new bookmark icon
74f9c90,Kevin Hou,9 months ago,Checking the build.
8fb5c74,Kevin Hou,9 months ago,Changed animation on landing page. No more slide out, now just fades out. Added total number of posts on the blog home page. Updated blog home tooltip in header.
6985674,Kevin Hou,9 months ago,Played around with parallax effect, but reverted all edits.
91f2873,Kevin Hou,9 months ago,No real changes.
680b01d,Kevin Hou,9 months ago,Added projects section to website.
a7a57d2,Kevin Hou,9 months ago,Added extra spacing between the site title/icon and the navigation bar.
eca4142,Kevin Hou,9 months ago,Fade in modal div on landing page.
df9fbf6,Kevin Hou,9 months ago,Safari compatibility on landing page animations.
038fedd,Kevin Hou,9 months ago,Updated the backend for posts.
